Division;Polling Place;Informal Vote
Gilmore;Minnamurra;34
Gilmore;Mollymook;12
Gilmore;Moss Vale;68
Gilmore;Moss Vale Central;55
Gilmore;Nowra;64
Gilmore;Nowra Centre;23
Gilmore;Nowra East;59
Gilmore;Nowra Hill;15
Gilmore;Nowra Hospital;8
Gilmore;Nowra North;53
Gilmore;Orient Point;13
Gilmore;Penrose;1
Gilmore;Robertson;16
Gilmore;Sanctuary Point;67
Gilmore;Shoalhaven Heads;35
Gilmore;Special Hospital Team 1;1
Gilmore;Special Hospital Team 2;9
Gilmore;Special Hospital Team 3;2
Gilmore;Special Hospital Team 4;0
Gilmore;St Georges Basin;5
Gilmore;Sussex Inlet;31
Gilmore;Sutton Forest;17
Gilmore;Sydney (Gilmore);1
Gilmore;Tallong;4
Gilmore;Terara;14
Gilmore;Tomerong;8
Gilmore;Ulladulla;65
Gilmore;Vincentia;33
Gilmore;Werri Beach;10
Gilmore;Wingello;2
Gilmore;ABSENT;124
Gilmore;POSTAL;20
Gilmore;PRE POLL;32
Gilmore;PROVISIONAL;17
Grayndler;Annandale;51
Grayndler;Annandale North (Grayndler);27
Grayndler;Ashbury;85
Grayndler;Ashfield;117
Grayndler;Ashfield East;74
Grayndler;Ashfield North;105
Grayndler;Camdenville;76
Grayndler;Camperdown (Grayndler);9
Grayndler;Camperdown South;62
Grayndler;Canterbury North;67
Grayndler;Dulwich Hill;98
Grayndler;Dulwich Hill West;79
Grayndler;Enfield East;87
Grayndler;Enmore;72
Grayndler;Hurlstone Park;124
Grayndler;Infants Home;19
Grayndler;Kegworth;39
Grayndler;Leichhardt;146
Grayndler;Leichhardt East;40
Grayndler;Leichhardt South;65
Grayndler;Lewisham;113
Grayndler;Lewisham Hospital;4
Grayndler;Marrickville;277
Grayndler;Marrickville Central;53
Grayndler;Marrickville South;28
Grayndler;Newington;36
Grayndler;Newtown North (Grayndler);28
Grayndler;Petersham;92
Grayndler;Petersham East;46
Grayndler;Petersham North;26
Grayndler;Riverside;155
Grayndler;Riverside North;63
Grayndler;Special Hospital Team 1;1
Grayndler;Special Hospital Team 2;12
Grayndler;Special Hospital Team 3;0
Grayndler;Special Hospital Team 4;2
Grayndler;St Clements;43
Grayndler;St Peters;38
Grayndler;Stanmore;73
Grayndler;Stanmore North;74
Grayndler;Summer Hill;60
Grayndler;Summer Hill North;58
Grayndler;Summer Hill South;38
Grayndler;Sydenham;87
Grayndler;Sydney (Grayndler);12
Grayndler;Tempe;103
Grayndler;The Warren;130
Grayndler;Yeo Park;60
Grayndler;ABSENT;190
Grayndler;POSTAL;18
Grayndler;PRE POLL;44
Grayndler;PROVISIONAL;62
Greenway;Blacktown Hospital;11
Greenway;Blacktown North;56
Greenway;Blacktown South;155
Greenway;Blacktown West (Greenway);138
Greenway;Dean Park;57
Greenway;Grantham Heights;49
Greenway;John Paul II;69
Greenway;Kings Langley;52
Greenway;Kings Langley North;74
Greenway;Lalor Park;104
Greenway;Lawson Park;60
Greenway;Lynwood Park;57
Greenway;Marayong;159
Greenway;Marayong Heights;97
Greenway;Marayong South;29
Greenway;Marsden Park;38
Greenway;Metella Road;118
Greenway;Oldfield Road;67
Greenway;Parklea;42
Greenway;Patrician Brothers;35
Greenway;Prospect;6
Greenway;Quakers Hill;99
Greenway;Quakers Hill East;99
Greenway;Quakers Hill North;40
Greenway;Riverstone;64
Greenway;Riverstone East;78
Greenway;Schofields;82
Greenway;Seven Hills;64
Greenway;Seven Hills High;58
Greenway;Seven Hills North;29
Greenway;Seven Hills West;70
Greenway;Shelley;108
Greenway;Special Hospital Team 1;1
Greenway;Special Hospital Team 2;2
Greenway;St Michael's;17
Greenway;Sydney (Greenway);0
Greenway;The Meadows;81
Greenway;Vineyard East (Greenway);2
Greenway;Walters Road (Greenway);49
Greenway;ABSENT;199
Greenway;POSTAL;15
Greenway;PRE POLL;61
Greenway;PROVISIONAL;30
Gwydir;Armatree;2
Gwydir;Ashford;12
Gwydir;Ashley;6
Gwydir;Baan Baa;4
Gwydir;Balladoran;0
Gwydir;Baradine;22
Gwydir;Barraba;42
Gwydir;Bellata;9
Gwydir;Biddon;1
Gwydir;Bingara;30
Gwydir;Biniguy Rail;0
Gwydir;Binnaway;26
Gwydir;Blackville;0
Gwydir;Boggabilla;10
Gwydir;Boggabri;28
Gwydir;Bonshaw;1
Gwydir;Boomi;4
Gwydir;Breeza;4
Gwydir;Buckaroo;6
Gwydir;Bugaldie;3
Gwydir;Bullarah;1
Gwydir;Burren Junction;3
Gwydir;Carinda;4
Gwydir;Carroll;6
Gwydir;Cassilis;5
Gwydir;Cobbadah;4
Gwydir;Coboco;1
Gwydir;Collarenebri;15
Gwydir;Come-By-Chance;3
Gwydir;Comobella;0
Gwydir;Coolah;25
Gwydir;Coolatai;0
Gwydir;Coonabarabran;79
Gwydir;Coonamble;54
Gwydir;Crooble;0
Gwydir;Croppa Creek;2
Gwydir;Cryon;0
Gwydir;Cumborah;0
Gwydir;Curban;1
Gwydir;Curlewis;14
Gwydir;Currabubula;3
Gwydir;Dangar Village;33
Gwydir;Delungra;13
Gwydir;Dunedoo;18
Gwydir;Edgeroi;4
Gwydir;Elong Elong;4
Gwydir;Emerald Hill;0
Gwydir;Eulah Creek;1
Gwydir;Fairfax;1
Gwydir;Garah;9
Gwydir;Geurie;18
Gwydir;Gilgandra;78
Gwydir;Gilgooma;1
Gwydir;Gollan;1
Gwydir;Goolhi;0
Gwydir;Goolma;2
Gwydir;Graman;4
Gwydir;Gravesend;11
Gwydir;Gulargambone;16
Gwydir;Gulgong;60
Gwydir;Gunnedah;114
Gwydir;Gunnedah High;30
Gwydir;Gunnedah South;28
Gwydir;Gurley;2
Gwydir;Gwabegar;2
Gwydir;Halls Creek;0
Gwydir;Hargraves;6
Gwydir;Kelvin;1
Gwydir;Kenebri;0
Gwydir;Leadville;2
Gwydir;Lightning Ridge;64
Gwydir;Lue;0
Gwydir;Manilla;41
Gwydir;Mendooran;7
Gwydir;Merrygoen;3
Gwydir;Montefiores;10
Gwydir;Moree;32
Gwydir;Moree East;56
Gwydir;Moree South;9
Gwydir;Moree West;33
Gwydir;Mount Russell;1
Gwydir;Mudgee;50
Gwydir;Mudgee High School;93
Gwydir;Mudgee Hospital;1
Gwydir;Mudgee South;50
Gwydir;Mullaley;5
Gwydir;Mungindi;11
Gwydir;Narrabri;53
Gwydir;Narrabri West;50
Gwydir;North Star;2
Gwydir;Pallamallawa;0
Gwydir;Pilliga;11
Gwydir;Premer;5
Gwydir;Purlewaugh;1
Gwydir;Pyramul;2
Gwydir;Quambone;4
Gwydir;Rowena;2
Gwydir;Special Hospital Team;0
Gwydir;Special Hospital Team 1;1
Gwydir;Special Hospital Team 10;0
Gwydir;Special Hospital Team 10;0
Gwydir;Special Hospital Team 11;0
Gwydir;Special Hospital Team 12;0
Gwydir;Special Hospital Team 14;0
Gwydir;Special Hospital Team 17;0
Gwydir;Special Hospital Team 2;2
Gwydir;Special Hospital Team 2;0
Gwydir;Special Hospital Team 3;0
Gwydir;Special Hospital Team 3;0
Gwydir;Special Hospital Team 4;0
Gwydir;Special Hospital Team 4;0
Gwydir;Special Hospital Team 5;0
Gwydir;Special Hospital Team 5;1
Gwydir;Special Hospital Team 6;0
Gwydir;Special Hospital Team 7;0
Gwydir;Special Hospital Team 8;1
Gwydir;Special Hospital Team 8;0
Gwydir;Sydney (Gwydir);0
Gwydir;Tambar Springs;0
Gwydir;Terry Hie Hie;1
Gwydir;Toomelah;1
Gwydir;Tooraweenah;5
Gwydir;Tulloona;2
Gwydir;Ulamambri;0
Gwydir;Ulan;6
Gwydir;Upper Horton;2
Gwydir;Walgett;34
Gwydir;Warialda;24
Gwydir;Warialda Rail;2
Gwydir;Warrumbungle;1
Gwydir;Watercourse;0
Gwydir;Wee Waa;51
Gwydir;Weemelah;2
Gwydir;Weetaliba;0
Gwydir;Wellington;74
Gwydir;Wellington Hospital;18
Gwydir;Werris Creek;30
Gwydir;Willala;1
Gwydir;Windeyer;7
Gwydir;Wollar;1
Gwydir;Yallaroi;0
Gwydir;Yarrie Lake;1
Gwydir;Yetman;5
Gwydir;ABSENT;145
Gwydir;POSTAL;31
Gwydir;PRE POLL;33
Gwydir;PROVISIONAL;32
Hughes;Alfords Point;37
Hughes;Bangor Central;58
Hughes;Bonnet Bay;22
Hughes;Bosco Engadine;15
Hughes;Bundeena;27
Hughes;Caravan Head;6
Hughes;Chipping Norton;64
Hughes;Coalcliff;4
Hughes;Como;19
Hughes;Como West;39
Hughes;Engadine;97
Hughes;Engadine High;12
Hughes;Engadine West;93
Hughes;Garrawarra Hospital;4
Hughes;Hammondville;66
Hughes;Heathcote;48
Hughes;Heathcote East;33
Hughes;Helensburgh;57
Hughes;Helensburgh North;18
Hughes;Holsworthy;40
Hughes;Illawong;64
Hughes;Jannali East;33
Hughes;Jannali West;33
Hughes;Loftus;44
Hughes;Lucas Heights;4
Hughes;Maianbar;6
Hughes;Marton;43
Hughes;Menai;64
Hughes;Menai High;32
Hughes;Moorebank;174
Hughes;Moorebank East;3
Hughes;Newbridge Heights;80
Hughes;Otford;5
Hughes;Oyster Bay;56
Hughes;Prince Edward Park;12
Hughes;Sandy Point;8
Hughes;Special Hospital Team 1;5
Hughes;Special Hospital Team 2;4
Hughes;Special Hospital Team 3;12
Hughes;Stanwell Park;14
Hughes;Sutherland;65
Hughes;Sutherland East (Hughes);11
Hughes;Sutherland North (Hughes);26
Hughes;Sutherland West;10
Hughes;Sydney (Hughes);2
Hughes;Waterfall;6
Hughes;Woronora Heights;36
Hughes;Woronora River;16
Hughes;Yarrawarrah;24
Hughes;ABSENT;167
Hughes;POSTAL;20
Hughes;PRE POLL;42
Hughes;PROVISIONAL;19
Hume;Adelong;17
Hume;Adjungbilly;0
Hume;Ariah Park;8
Hume;Barmedman;6
Hume;Batlow;17
Hume;Bendick Murrell;4
Hume;Bigga;3
Hume;Billimari;4
Hume;Binalong;4
Hume;Binda;0
Hume;Bookham;1
Hume;Boorowa;18
Hume;Bowning;3
Hume;Bradfordville;30
Hume;Bribbaree;7
Hume;Brungle;0
Hume;Bungonia;1
Hume;Burrinjuck;0
Hume;Cabramurra;5
Hume;Caragabal;4
Hume;Collector;2
Hume;Coolac;2
Hume;Cootamundra;54
Hume;Cootamundra High;16
Hume;Cootamundra South;8
Hume;Cowra;51
Hume;Cowra West;26
Hume;Crooked Corner;1
Hume;Crookwell;27
Hume;Dalton;6
Hume;Frogmore;2
Hume;Galong;3
Hume;Gooloogong;5
Hume;Goulburn;33
Hume;Goulburn East;11
Hume;Goulburn High;40
Hume;Goulburn North;51
Hume;Goulburn South;46
Hume;Goulburn West;35
Hume;Grabben Gullen;2
Hume;Greenethorpe;1
Hume;Grenfell;48
Hume;Gundagai;36
Hume;Gundagai South;18
Hume;Gundaroo;5
Hume;Gunning;11
Hume;Harden;29
Hume;Holmwood;5
Hume;Humula;0
Hume;Jugiong;6
Hume;Koorawatha;8
Hume;Lacmalac;6
Hume;Laggan;1
Hume;Maimuru;1
Hume;Marulan;14
Hume;Milvale;2
Hume;Monteagle;2
Hume;Morongla Creek;1
Hume;Mulyan;39
Hume;Murringo;0
Hume;Murrumbateman;9
Hume;Murrumburrah;13
Hume;Nangus;1
Hume;Quandialla;9
Hume;Reids Flat;5
Hume;Rugby;1
Hume;Rye Park;1
Hume;Special Hospital Team 1;1
Hume;Special Hospital Team 10;2
Hume;Special Hospital Team 11;3
Hume;Special Hospital Team 2;1
Hume;Special Hospital Team 3;0
Hume;Special Hospital Team 4;0
Hume;Special Hospital Team 5;0
Hume;Special Hospital Team 6;0
Hume;Special Hospital Team 7;2
Hume;Special Hospital Team 8;0
Hume;Special Hospital Team 9;2
Hume;St John Of God Hospital;32
Hume;Stockinbingal;4
Hume;Sutton;4
Hume;Sydney (Hume);3
Hume;Talbingo;3
Hume;Tarago;5
Hume;Taralga;5
Hume;Tarcutta;4
Hume;Temora;64
Hume;Temora West;12
Hume;Tirranna;2
Hume;Tuena;1
Hume;Tumblong;1
Hume;Tumut;90
Hume;Tumut East;20
Hume;Tumut Hospital;8
Hume;Wallendbeen;1
Hume;Wattamondara;3
Hume;Wattle Park;10
Hume;Wee Jasper;0
Hume;Windowie;1
Hume;Wombat;3
Hume;Woodstock;11
Hume;Wyangala Dam;2
Hume;Yass;66
Hume;Yass High;17
Hume;Young;95
Hume;Young North;44
Hume;Young South;13
Hume;ABSENT;92
Hume;POSTAL;32
Hume;PRE POLL;41
Hume;PROVISIONAL;17
Hunter;Aberdare;28
Hunter;Aberdare West;23
Hunter;Aberdeen;33
Hunter;Abermain;38
Hunter;Allandale Hospital;1
Hunter;Baerami;1
Hunter;Bellbird;51
Hunter;Beresfield;76
Hunter;Black Hill;3
Hunter;Blandford;3
Hunter;Branxton;36
Hunter;Bridgeman;1
Hunter;Broke;5
Hunter;Bunnan;0
Hunter;Caroona;2
Hunter;Cessnock;17
Hunter;Cessnock East;37
Hunter;Cessnock Hospital;13
Hunter;Cessnock North;25
Hunter;Cessnock South;13
Hunter;Cessnock West;55
Hunter;Denman;41
Hunter;Elderslie;4
Hunter;Ellalong;15
Hunter;Francis Street;1
Hunter;Glendon Brook;2
Hunter;Greta;33
Hunter;Gundy;4
Hunter;Heddon Greta;16
Hunter;Hexham;1
Hunter;Jacks Creek;1
Hunter;Jerrys Plains;4
Hunter;Kearsley;18
Hunter;Kitchener;12
Hunter;Kurri Kurri;60
Hunter;Kurri Kurri East;27
Hunter;Kurri Kurri Hospital;3
Hunter;Lochinvar;25
Hunter;Lower Belford;4
Hunter;Manobalai;0
Hunter;Martindale;4
Hunter;Merriwa;11
Hunter;Milbrodale;3
Hunter;Millfield;11
Hunter;Minmi;14
Hunter;Moonan Flat;1
Hunter;Mulbring;9
Hunter;Murrurundi;13
Hunter;Muswellbrook;81
Hunter;Muswellbrook East;16
Hunter;Muswellbrook North;21
Hunter;Muswellbrook South;26
Hunter;Neath;2
Hunter;Nulkaba;17
Hunter;Parkville;0
Hunter;Paxton;10
Hunter;Pelaw Main;23
Hunter;Pine Ridge;0
Hunter;Pokolbin;1
Hunter;Quirindi;45
Hunter;Ravensworth;2
Hunter;Rothbury North;7
Hunter;Roughit;3
Hunter;Sandy Hollow;2
Hunter;Scone;56
Hunter;Scone High School;7
Hunter;Scone Hospital;14
Hunter;Singleton;37
Hunter;Singleton Heights;35
Hunter;Singleton Hospital;15
Hunter;Singleton Military Camp;1
Hunter;Singleton South;74
Hunter;South Weston;12
Hunter;Special Hospital Team 1;1
Hunter;Special Hospital Team 2;1
Hunter;Special Hospital Team 3;2
Hunter;Spring Ridge;1
Hunter;Stanford Merthyr;13
Hunter;Sydney (Hunter);1
Hunter;Tarro;16
Hunter;Thornton;49
Hunter;Timor;0
Hunter;Upper Rouchel;3
Hunter;Wallabadah;6
Hunter;Warkworth;0
Hunter;Weston;52
Hunter;Willow Tree;2
Hunter;Wingen;3
Hunter;Wollombi;11
Hunter;Woodberry;54
Hunter;ABSENT;115
Hunter;POSTAL;13
Hunter;PRE POLL;44
Hunter;PROVISIONAL;27
Kingsford-Smith;Banksmeadow;49
Kingsford-Smith;Botany;121
Kingsford-Smith;Botany East;57
Kingsford-Smith;Bunnerong;130
Kingsford-Smith;Chifley;74
Kingsford-Smith;Coogee;38
Kingsford-Smith;Coogee Beach (Kingsford-Smith);18
Kingsford-Smith;Coogee Central;67
Kingsford-Smith;Coogee South;78
Kingsford-Smith;Daceyville;49
Kingsford-Smith;Eastlakes;53
Kingsford-Smith;Eastlakes East;177
Kingsford-Smith;Hillsdale;188
Kingsford-Smith;Kensington;71
Kingsford-Smith;Kensington Park;94
Kingsford-Smith;Kensington West;63
Kingsford-Smith;Kingsford;23
Kingsford-Smith;Kingsford South;80
Kingsford-Smith;La Perouse;48
Kingsford-Smith;Malabar;90
Kingsford-Smith;Maroubra;60
Kingsford-Smith;Maroubra Bay;72
Kingsford-Smith;Maroubra East;46
Kingsford-Smith;Maroubra Junction;195
Kingsford-Smith;Mascot;107
Kingsford-Smith;Mascot East;162
Kingsford-Smith;Mascot North;57
Kingsford-Smith;Matraville;64
Kingsford-Smith;Nagle Park;123
Kingsford-Smith;Ocean View Park;128
Kingsford-Smith;Pagewood;36
Kingsford-Smith;Peters Corner (Kingsford-Smith);51
Kingsford-Smith;Prince Henry Hospital;56
Kingsford-Smith;Prince Of Wales;7
Kingsford-Smith;Randwick Girls High;88
Kingsford-Smith;Special Hospital Team 1;0
Kingsford-Smith;Special Hospital Team 2;0
Kingsford-Smith;Sydney (Kingsford-Smith);3
Kingsford-Smith;The Rainbow;36
Kingsford-Smith;The Spot;32
Kingsford-Smith;ABSENT;132
Kingsford-Smith;POSTAL;19
Kingsford-Smith;PRE POLL;86
Kingsford-Smith;PROVISIONAL;52
Lindsay;Banks Drive;97
Lindsay;Berkshire Park;14
Lindsay;Blackwell;83
Lindsay;Blaxland (Lindsay);17
Lindsay;Braddock;89
Lindsay;Cambridge Gardens;52
Lindsay;Cambridge Park;145
Lindsay;Cambridge Park South;27
Lindsay;Castlereagh (Lindsay);25
Lindsay;Claremont Meadows;20
Lindsay;Cranebrook;93
Lindsay;Emu Heights;35
Lindsay;Emu Plains;65
Lindsay;Glenbrook;49
Lindsay;Jamisontown;40
Lindsay;Kemps Creek (Lindsay);34
Lindsay;Kingswood;54
Lindsay;Kingswood Park;62
Lindsay;Kingswood South;51
Lindsay;Lapstone;25
Lindsay;Leonay;39
Lindsay;Llandilo;53
Lindsay;Londonderry (Lindsay);18
Lindsay;Mulgoa;40
Lindsay;Nepean High;47
Lindsay;Nepean Hospital;10
Lindsay;Orchard Hills;24
Lindsay;Penrith;54
Lindsay;Penrith Central;29
Lindsay;Penrith East;35
Lindsay;Penrith North;32
Lindsay;Penrith South;141
Lindsay;Regentville;26
Lindsay;Special Hospital Team 1;0
Lindsay;Special Hospital Team 2;6
Lindsay;St Clair;49
Lindsay;Stuart Street;33
Lindsay;Sydney (Lindsay);4
Lindsay;Werrington;74
Lindsay;Werrington County;59
Lindsay;York;95
Lindsay;ABSENT;181
Lindsay;POSTAL;19
Lindsay;PRE POLL;58
Lindsay;PROVISIONAL;34
Lowe;Abbotsford;136
Lowe;Burwood;202
Lowe;Burwood East;163
Lowe;Burwood North;19
Lowe;Burwood Park;40
Lowe;Canada Bay;33
Lowe;Chiswick;61
Lowe;Chullora South (Lowe);24
Lowe;Concord;72
Lowe;Concord Central;61
Lowe;Concord East;109
Lowe;Concord North;39
Lowe;Concord Repatriation Hospital;8
Lowe;Concord West;83
Lowe;Croydon;57
Lowe;Croydon Park;91
Lowe;Croydon South;67
Lowe;Dobroyd Point;82
Lowe;Drummoyne;84
Lowe;Drummoyne North;95
Lowe;Enfield;86
Lowe;Enfield South;84
Lowe;Enfield West;78
Lowe;Five Dock;114
Lowe;Five Dock Central;80
Lowe;Flemington;69
Lowe;Haberfield;106
Lowe;Haberfield West;50
Lowe;Homebush;107
Lowe;Homebush North;19
Lowe;Homebush South;12
Lowe;Malvern Hill;57
Lowe;Mortlake;60
Lowe;O.L.H.C.;40
Lowe;Rhodes;7
Lowe;Russell Lea;72
Lowe;Special Hospital Team 1;3
Lowe;Special Hospital Team 2;1
Lowe;Special Hospital Team 3;2
Lowe;Special Hospital Team 4;4
Lowe;Strathfield;61
Lowe;Strathfield Central;44
Lowe;Strathfield North;74
Lowe;Strathfield South;107
Lowe;Strathfield West;18
Lowe;Sydney (Lowe);5
Lowe;Wareemba;75
Lowe;Wellbank;55
Lowe;Western Suburbs Hospital;25
Lowe;ABSENT;171
Lowe;POSTAL;28
Lowe;PRE POLL;63
Lowe;PROVISIONAL;23
Lyne;Bonny Hills;16
Lyne;Burrell Creek;5
Lyne;Bushland Place;6
Lyne;Byabarra;5
Lyne;Caffreys Flat;2
Lyne;Chatham;54
Lyne;Comboyne;10
Lyne;Coopernook;11
Lyne;Crowdy Head;5
Lyne;Cundletown;29
Lyne;Dunbogan;13
Lyne;Dyers Crossing;6
Lyne;Elands;2
Lyne;Ellenborough;0
Lyne;Failford;7
Lyne;Forster;58
Lyne;Forster East;14
Lyne;Forster South;60
Lyne;Ghinni Ghinni;4
Lyne;Hallidays Point;22
Lyne;Hannam Vale;3
Lyne;Harrington;27
Lyne;Herons Creek;2
Lyne;Huntingdon;5
Lyne;Johns River;8
Lyne;Kendall;11
Lyne;Kew;2
Lyne;Killabakh;0
Lyne;Krambach;5
Lyne;Lake Cathie;20
Lyne;Lansdowne;19
Lyne;Laurieton;49
Lyne;Long Flat;1
Lyne;Lorne;0
Lyne;Manning Point;5
Lyne;Marlee;1
Lyne;Mitchells Island;5
Lyne;Moorland;6
Lyne;Mount George;6
Lyne;Nabiac;30
Lyne;North Haven;16
Lyne;Old Bar;40
Lyne;Oxley Island;4
Lyne;Port Macquarie;17
Lyne;Port Macquarie Central;16
Lyne;Port Macquarie Civic;59
Lyne;Port Macquarie East;79
Lyne;Port Macquarie Hibbard;29
Lyne;Port Macquarie Hospital;5
Lyne;Port Macquarie South;25
Lyne;Port Macquarie Tacking Point;26
Lyne;Port Macquarie West;74
Lyne;Purfleet;5
Lyne;Special Hospital Team 1;4
Lyne;Special Hospital Team 2;2
Lyne;Special Hospital Team 3;1
Lyne;Sydney (Lyne);0
Lyne;Taree;79
Lyne;Taree Central;11
Lyne;Taree Hospital;2
Lyne;Taree North;35
Lyne;Taree West;62
Lyne;Tinonee;7
Lyne;Tuncurry;78
Lyne;Upper Lansdowne;6
Lyne;Wauchope;28
Lyne;Wauchope South;34
Lyne;Wherrol Flat;3
Lyne;Wingham;28
Lyne;Wingham West;33
Lyne;ABSENT;81
Lyne;POSTAL;16
Lyne;PRE POLL;22
Lyne;PROVISIONAL;17
Macarthur;Airds (Macarthur);11
Macarthur;Ambarvale;122
Macarthur;Appin;23
Macarthur;Austral;101
Macarthur;Badgerys Creek;22
Macarthur;Bargo;41
Macarthur;Berrima;3
Macarthur;Bowral;61
Macarthur;Bowral South;39
Macarthur;Bradbury;119
Macarthur;Bradbury South;66
Macarthur;Bringelly;45
Macarthur;Buxton;9
Macarthur;Camden;37
Macarthur;Camden Downs;8
Macarthur;Camden Hospital;8
Macarthur;Camden South;71
Macarthur;Campbelltown Hospital;7
Macarthur;Carrington Hospital;6
Macarthur;Catherine Field;23
Macarthur;Cawdor;5
Macarthur;Cobbitty;14
Macarthur;Colo Vale;12
Macarthur;Douglas Park;18
Macarthur;Glenquarry;3
Macarthur;Harbison Village;4
Macarthur;Hilltop;24
Macarthur;Hurley Park (Macarthur);18
Macarthur;Kangaloon;2
Macarthur;Kemps Creek;31
Macarthur;Leppington;59
Macarthur;Luddenham;12
Macarthur;Mawarra;24
Macarthur;Menangle;5
Macarthur;Menangle Park;6
Macarthur;Mittagong;57
Macarthur;Mittagong South;19
Macarthur;Mount Annan;19
Macarthur;Mount Hunter;10
Macarthur;Narellan;44
Macarthur;Narellan Vale;4
Macarthur;Oakdale;23
Macarthur;Orangeville;11
Macarthur;Picton;67
Macarthur;Rosemeadow;121
Macarthur;Rossmore;57
Macarthur;Silverdale;10
Macarthur;Special Hospital Team 1;2
Macarthur;Special Hospital Team 2;10
Macarthur;Special Hospital Team 3;1
Macarthur;Sydney (Macarthur);0
Macarthur;Tahmoor;46
Macarthur;The Oaks;32
Macarthur;Theresa Park;7
Macarthur;Thirlmere;43
Macarthur;Thomas Acres;29
Macarthur;Wallacia;16
Macarthur;Warragamba;55
Macarthur;Wedderburn;6
Macarthur;West Hoxton;29
Macarthur;Wilton;6
Macarthur;Yanderra;5
Macarthur;Yerrinbool;8
Macarthur;ABSENT;162
Macarthur;POSTAL;11
Macarthur;PRE POLL;43
Macarthur;PROVISIONAL;26
Mackellar;Avalon;100
Mackellar;Barrenjoey;74
Mackellar;Bayview;32
Mackellar;Beacon Hill;52
Mackellar;Belrose;62
Mackellar;Belrose North (Mackellar);14
Mackellar;Bilgola Plateau;38
Mackellar;Collaroy;57
Mackellar;Collaroy Plateau;80
Mackellar;Collaroy South;16
Mackellar;Coster Street;42
Mackellar;Cromer;96
Mackellar;Dee Why;129
Mackellar;Dee Why Central;126
Mackellar;Dee Why Civic;13
Mackellar;Elanora;78
Mackellar;Forest High;26
Mackellar;Frenchs Forest;35
Mackellar;Lagoon Street;24
Mackellar;Mona Vale;137
Mackellar;Mona Vale Beach;35
Mackellar;Mona Vale Hospital;23
Mackellar;Narrabeen;72
Mackellar;Narrabeen North;138
Mackellar;Narraweena;147
Mackellar;Newport;89
Mackellar;Newport Beach;43
Mackellar;Palm Beach;22
Mackellar;Scotland Island;3
Mackellar;Special Hospital Team 1;7
Mackellar;Special Hospital Team 2;8
Mackellar;Special Hospital Team 3;14
Mackellar;Sydney (Mackellar);1
Mackellar;Terrey Hills;49
Mackellar;War Veterans Home;23
Mackellar;Warriewood;35
Mackellar;Wheeler Heights;58
Mackellar;ABSENT;139
Mackellar;POSTAL;19
Mackellar;PRE POLL;58
Mackellar;PROVISIONAL;33
Macquarie;Bilpin;16
Macquarie;Blackheath;42
Macquarie;Blaxland (Macquarie);11
Macquarie;Blaxland East;44
Macquarie;Bligh Park;55
Macquarie;Bodington Hospital;3
Macquarie;Bullaburra;7
Macquarie;Castlereagh (Macquarie);3
Macquarie;Colo Heights;3
Macquarie;Comleroy Road;18
Macquarie;Ebenezer;19
Macquarie;Faulconbridge;44
Macquarie;Freemans Reach;21
Macquarie;Glossodia Central;30
Macquarie;Grose View;14
Macquarie;Hazelbrook;49
Macquarie;Hobartville;56
Macquarie;Katoomba;20
Macquarie;Katoomba High;17
Macquarie;Katoomba Hospital;10
Macquarie;Katoomba North;40
Macquarie;Katoomba Street;72
Macquarie;Kurmond;5
Macquarie;Kurrajong;34
Macquarie;Kurrajong East;6
Macquarie;Kurrajong Heights;10
Macquarie;Lawson;39
Macquarie;Leura;8
Macquarie;Leura Central;24
Macquarie;Londonderry (Macquarie);70
Macquarie;Lower Portland;2
Macquarie;Mcgraths Hill;21
Macquarie;Medlow Bath;6
Macquarie;Mount Riverview;33
Macquarie;Mount Victoria;12
Macquarie;Mount Wilson;0
Macquarie;RAAF Richmond;4
Macquarie;Richmond;43
Macquarie;Richmond High;30
Macquarie;Richmond North;61
Macquarie;Special Hospital Team 1;1
Macquarie;Special Hospital Team 2;4
Macquarie;Special Hospital Team 3;4
Macquarie;Springwood;65
Macquarie;Springwood North;18
Macquarie;Springwood South;17
Macquarie;St Albans;3
Macquarie;Sydney (Macquarie);3
Macquarie;Tennyson;7
Macquarie;Valley Heights;12
Macquarie;Vineyard East (Macquarie);9
Macquarie;Warrimoo;45
Macquarie;Wentworth Falls;48
Macquarie;Wilberforce;39
Macquarie;Windsor;51
Macquarie;Windsor South;81
Macquarie;Winmalee;59
Macquarie;Woodford;13
Macquarie;Yarramundi;4
Macquarie;ABSENT;176
Macquarie;POSTAL;25
Macquarie;PRE POLL;68
Macquarie;PROVISIONAL;26
Mitchell;Aminya;4
Mitchell;Annangrove;24
Mitchell;Baulkham Hills (Mitchell);30
Mitchell;Baulkham Hills High;22
Mitchell;Baulkham Hills Hospital;2
Mitchell;Baulkham Hills North;80
Mitchell;Castle Hill;89
Mitchell;Castle Hill Central;51
Mitchell;Castle Hill East;10
Mitchell;Castle Hill High;24
Mitchell;Castle Hill West;11
Mitchell;Cattai;3
Mitchell;Cherrybrook (Mitchell);32
Mitchell;Crestwood;34
Mitchell;Crestwood High;56
Mitchell;Dural (Mitchell);41
Mitchell;Eurambie Park;17
Mitchell;Glenhaven;55
Mitchell;Glenorie (Mitchell);19
Mitchell;Hillside Central;4
Mitchell;Jasper Road;119
Mitchell;Kellyville;95
Mitchell;Kenthurst;59
Mitchell;Kilvinton;13
Mitchell;Maraylya;18
